id,tradingsymbol,instrument_type,strike,expiry,instrument_token,lot_size,exchange_token,index_name,tick_size,last_updated
874,NIFTY2641322200CE,CE,22200,2026-04-13,14000386,65,54689,NIFTY,0.05,
875,NIFTY2641322200PE,PE,22200,2026-04-13,14000642,65,54690,NIFTY,0.05,
876,NIFTY2641322850CE,CE,22850,2026-04-13,14018306,65,54759,NIFTY,0.05,
877,NIFTY2641322850PE,PE,22850,2026-04-13,14018562,65,54760,NIFTY,0.05,
878,NIFTY2641322150CE,CE,22150,2026-04-13,13999874,65,54687,NIFTY,0.05,
879,NIFTY2641322150PE,PE,22150,2026-04-13,14000130,65,54688,NIFTY,0.05,
880,NIFTY2641322900PE,PE,22900,2026-04-13,14019074,65,54762,NIFTY,0.05,
881,NIFTY2641326000CE,CE,26000,2026-04-13,14077442,65,54990,NIFTY,0.05,
882,NIFTY2641326000PE,PE,26000,2026-04-13,14077698,65,54991,NIFTY,0.05,
883,NIFTY2641325950CE,CE,25950,2026-04-13,14076930,65,54988,NIFTY,0.05,
884,NIFTY2641325950PE,PE,25950,2026-04-13,14077186,65,54989,NIFTY,0.05,
885,NIFTY2641325900CE,CE,25900,2026-04-13,14075906,65,54984,NIFTY,0.05,
886,NIFTY2641325900PE,PE,25900,2026-04-13,14076162,65,54985,NIFTY,0.05,
887,NIFTY2641325850CE,CE,25850,2026-04-13,14075394,65,54982,NIFTY,0.05,
888,NIFTY2641325850PE,PE,25850,2026-04-13,14075650,65,54983,NIFTY,0.05,
889,NIFTY2641325800CE,CE,25800,2026-04-13,14074882,65,54980,NIFTY,0.05,
890,NIFTY2641325800PE,PE,25800,2026-04-13,14075138,65,54981,NIFTY,0.05,
891,NIFTY2641325750CE,CE,25750,2026-04-13,14074370,65,54978,NIFTY,0.05,
892,NIFTY2641325750PE,PE,25750,2026-04-13,14074626,65,54979,NIFTY,0.05,
893,NIFTY2641325700CE,CE,25700,2026-04-13,14073858,65,54976,NIFTY,0.05,
894,NIFTY2641325700PE,PE,25700,2026-04-13,14074114,65,54977,NIFTY,0.05,
895,NIFTY2641325650CE,CE,25650,2026-04-13,14073346,65,54974,NIFTY,0.05,
896,NIFTY2641325650PE,PE,25650,2026-04-13,14073602,65,54975,NIFTY,0.05,
897,NIFTY2641325600CE,CE,25600,2026-04-13,14072834,65,54972,NIFTY,0.05,
898,NIFTY2641325600PE,PE,25600,2026-04-13,14073090,65,54973,NIFTY,0.05,
899,NIFTY2641325550CE,CE,25550,2026-04-13,14072322,65,54970,NIFTY,0.05,
900,NIFTY2641325550PE,PE,25550,2026-04-13,14072578,65,54971,NIFTY,0.05,
901,NIFTY2641325500CE,CE,25500,2026-04-13,14071810,65,54968,NIFTY,0.05,
902,NIFTY2641325500PE,PE,25500,2026-04-13,14072066,65,54969,NIFTY,0.05,
903,NIFTY2641325450CE,CE,25450,2026-04-13,14071298,65,54966,NIFTY,0.05,
904,NIFTY2641325450PE,PE,25450,2026-04-13,14071554,65,54967,NIFTY,0.05,
905,NIFTY2641325400CE,CE,25400,2026-04-13,14070786,65,54964,NIFTY,0.05,
906,NIFTY2641325400PE,PE,25400,2026-04-13,14071042,65,54965,NIFTY,0.05,
907,NIFTY2641325350CE,CE,25350,2026-04-13,14070274,65,54962,NIFTY,0.05,
908,NIFTY2641325350PE,PE,25350,2026-04-13,14070530,65,54963,NIFTY,0.05,
909,NIFTY2641325300CE,CE,25300,2026-04-13,14057474,65,54912,NIFTY,0.05,
910,NIFTY2641325300PE,PE,25300,2026-04-13,14057730,65,54913,NIFTY,0.05,
911,NIFTY2641325250CE,CE,25250,2026-04-13,14056962,65,54910,NIFTY,0.05,
912,NIFTY2641325250PE,PE,25250,2026-04-13,14057218,65,54911,NIFTY,0.05,
913,NIFTY2641325200CE,CE,25200,2026-04-13,14056450,65,54908,NIFTY,0.05,
914,NIFTY2641325200PE,PE,25200,2026-04-13,14056706,65,54909,NIFTY,0.05,
915,NIFTY2641325150CE,CE,25150,2026-04-13,14055938,65,54906,NIFTY,0.05,
916,NIFTY2641325150PE,PE,25150,2026-04-13,14056194,65,54907,NIFTY,0.05,
917,NIFTY2641325100CE,CE,25100,2026-04-13,14055426,65,54904,NIFTY,0.05,
918,NIFTY2641325100PE,PE,25100,2026-04-13,14055682,65,54905,NIFTY,0.05,
919,NIFTY2641325050CE,CE,25050,2026-04-13,14054914,65,54902,NIFTY,0.05,
920,NIFTY2641325050PE,PE,25050,2026-04-13,14055170,65,54903,NIFTY,0.05,
921,NIFTY2641325000CE,CE,25000,2026-04-13,14052354,65,54892,NIFTY,0.05,
922,NIFTY2641325000PE,PE,25000,2026-04-13,14052610,65,54893,NIFTY,0.05,
923,NIFTY2641324950CE,CE,24950,2026-04-13,14051842,65,54890,NIFTY,0.05,
924,NIFTY2641324950PE,PE,24950,2026-04-13,14052098,65,54891,NIFTY,0.05,
925,NIFTY2641324900CE,CE,24900,2026-04-13,14051330,65,54888,NIFTY,0.05,
926,NIFTY2641324900PE,PE,24900,2026-04-13,14051586,65,54889,NIFTY,0.05,
927,NIFTY2641324850CE,CE,24850,2026-04-13,14050818,65,54886,NIFTY,0.05,
928,NIFTY2641324850PE,PE,24850,2026-04-13,14051074,65,54887,NIFTY,0.05,
929,NIFTY2641324800CE,CE,24800,2026-04-13,14050306,65,54884,NIFTY,0.05,
930,NIFTY2641324800PE,PE,24800,2026-04-13,14050562,65,54885,NIFTY,0.05,
931,NIFTY2641324750CE,CE,24750,2026-04-13,14049794,65,54882,NIFTY,0.05,
932,NIFTY2641324750PE,PE,24750,2026-04-13,14050050,65,54883,NIFTY,0.05,
933,NIFTY2641324700CE,CE,24700,2026-04-13,14049282,65,54880,NIFTY,0.05,
934,NIFTY2641324700PE,PE,24700,2026-04-13,14049538,65,54881,NIFTY,0.05,
935,NIFTY2641324650CE,CE,24650,2026-04-13,14048770,65,54878,NIFTY,0.05,
936,NIFTY2641324650PE,PE,24650,2026-04-13,14049026,65,54879,NIFTY,0.05,
937,NIFTY2641324600CE,CE,24600,2026-04-13,14048258,65,54876,NIFTY,0.05,
938,NIFTY2641324600PE,PE,24600,2026-04-13,14048514,65,54877,NIFTY,0.05,
939,NIFTY2641324550CE,CE,24550,2026-04-13,14047746,65,54874,NIFTY,0.05,
940,NIFTY2641324550PE,PE,24550,2026-04-13,14048002,65,54875,NIFTY,0.05,
941,NIFTY2641324500CE,CE,24500,2026-04-13,14047234,65,54872,NIFTY,0.05,
942,NIFTY2641324500PE,PE,24500,2026-04-13,14047490,65,54873,NIFTY,0.05,
943,NIFTY2641324450CE,CE,24450,2026-04-13,14046722,65,54870,NIFTY,0.05,
944,NIFTY2641324450PE,PE,24450,2026-04-13,14046978,65,54871,NIFTY,0.05,
945,NIFTY2641324400CE,CE,24400,2026-04-13,14046210,65,54868,NIFTY,0.05,
946,NIFTY2641324400PE,PE,24400,2026-04-13,14046466,65,54869,NIFTY,0.05,
947,NIFTY2641324350CE,CE,24350,2026-04-13,14045698,65,54866,NIFTY,0.05,
948,NIFTY2641324350PE,PE,24350,2026-04-13,14045954,65,54867,NIFTY,0.05,
949,NIFTY2641324300CE,CE,24300,2026-04-13,14045186,65,54864,NIFTY,0.05,
950,NIFTY2641324300PE,PE,24300,2026-04-13,14045442,65,54865,NIFTY,0.05,
951,NIFTY2641324250CE,CE,24250,2026-04-13,14037762,65,54835,NIFTY,0.05,
952,NIFTY2641324250PE,PE,24250,2026-04-13,14044930,65,54863,NIFTY,0.05,
953,NIFTY2641324200CE,CE,24200,2026-04-13,14037250,65,54833,NIFTY,0.05,
954,NIFTY2641324200PE,PE,24200,2026-04-13,14037506,65,54834,NIFTY,0.05,
955,NIFTY2641324150CE,CE,24150,2026-04-13,14034178,65,54821,NIFTY,0.05,
956,NIFTY2641324150PE,PE,24150,2026-04-13,14036994,65,54832,NIFTY,0.05,
957,NIFTY2641324100CE,CE,24100,2026-04-13,14033410,65,54818,NIFTY,0.05,
958,NIFTY2641324100PE,PE,24100,2026-04-13,14033922,65,54820,NIFTY,0.05,
959,NIFTY2641324050CE,CE,24050,2026-04-13,14032898,65,54816,NIFTY,0.05,
960,NIFTY2641324050PE,PE,24050,2026-04-13,14033154,65,54817,NIFTY,0.05,
961,NIFTY2641324000CE,CE,24000,2026-04-13,14031874,65,54812,NIFTY,0.05,
962,NIFTY2641324000PE,PE,24000,2026-04-13,14032642,65,54815,NIFTY,0.05,
963,NIFTY2641323950CE,CE,23950,2026-04-13,14031362,65,54810,NIFTY,0.05,
964,NIFTY2641323950PE,PE,23950,2026-04-13,14031618,65,54811,NIFTY,0.05,
965,NIFTY2641323900CE,CE,23900,2026-04-13,14030850,65,54808,NIFTY,0.05,
966,NIFTY2641323900PE,PE,23900,2026-04-13,14031106,65,54809,NIFTY,0.05,
967,NIFTY2641323850CE,CE,23850,2026-04-13,14030338,65,54806,NIFTY,0.05,
968,NIFTY2641323850PE,PE,23850,2026-04-13,14030594,65,54807,NIFTY,0.05,
969,NIFTY2641323800CE,CE,23800,2026-04-13,14029826,65,54804,NIFTY,0.05,
970,NIFTY2641323800PE,PE,23800,2026-04-13,14030082,65,54805,NIFTY,0.05,
971,NIFTY2641323750CE,CE,23750,2026-04-13,14029314,65,54802,NIFTY,0.05,
972,NIFTY2641323750PE,PE,23750,2026-04-13,14029570,65,54803,NIFTY,0.05,
973,NIFTY2641323700CE,CE,23700,2026-04-13,14028802,65,54800,NIFTY,0.05,
974,NIFTY2641323700PE,PE,23700,2026-04-13,14029058,65,54801,NIFTY,0.05,
975,NIFTY2641323650CE,CE,23650,2026-04-13,14028290,65,54798,NIFTY,0.05,
976,NIFTY2641323650PE,PE,23650,2026-04-13,14028546,65,54799,NIFTY,0.05,
977,NIFTY2641323600CE,CE,23600,2026-04-13,14027778,65,54796,NIFTY,0.05,
978,NIFTY2641323600PE,PE,23600,2026-04-13,14028034,65,54797,NIFTY,0.05,
979,NIFTY2641323550CE,CE,23550,2026-04-13,14027266,65,54794,NIFTY,0.05,
980,NIFTY2641323550PE,PE,23550,2026-04-13,14027522,65,54795,NIFTY,0.05,
981,NIFTY2641323500CE,CE,23500,2026-04-13,14026754,65,54792,NIFTY,0.05,
982,NIFTY2641323500PE,PE,23500,2026-04-13,14027010,65,54793,NIFTY,0.05,
983,NIFTY2641323450CE,CE,23450,2026-04-13,14026242,65,54790,NIFTY,0.05,
984,NIFTY2641323450PE,PE,23450,2026-04-13,14026498,65,54791,NIFTY,0.05,
985,NIFTY2641323400CE,CE,23400,2026-04-13,14025730,65,54788,NIFTY,0.05,
986,NIFTY2641323400PE,PE,23400,2026-04-13,14025986,65,54789,NIFTY,0.05,
987,NIFTY2641323350CE,CE,23350,2026-04-13,14023426,65,54779,NIFTY,0.05,
988,NIFTY2641323350PE,PE,23350,2026-04-13,14025474,65,54787,NIFTY,0.05,
989,NIFTY2641323300CE,CE,23300,2026-04-13,14022914,65,54777,NIFTY,0.05,
990,NIFTY2641323300PE,PE,23300,2026-04-13,14023170,65,54778,NIFTY,0.05,
991,NIFTY2641323250CE,CE,23250,2026-04-13,14022402,65,54775,NIFTY,0.05,
992,NIFTY2641323250PE,PE,23250,2026-04-13,14022658,65,54776,NIFTY,0.05,
993,NIFTY2641323200CE,CE,23200,2026-04-13,14021890,65,54773,NIFTY,0.05,
994,NIFTY2641323200PE,PE,23200,2026-04-13,14022146,65,54774,NIFTY,0.05,
995,NIFTY2641323150CE,CE,23150,2026-04-13,14021378,65,54771,NIFTY,0.05,
996,NIFTY2641323150PE,PE,23150,2026-04-13,14021634,65,54772,NIFTY,0.05,
997,NIFTY2641323100CE,CE,23100,2026-04-13,14020866,65,54769,NIFTY,0.05,
998,NIFTY2641323100PE,PE,23100,2026-04-13,14021122,65,54770,NIFTY,0.05,
999,NIFTY2641323050CE,CE,23050,2026-04-13,14020354,65,54767,NIFTY,0.05,
1000,NIFTY2641323050PE,PE,23050,2026-04-13,14020610,65,54768,NIFTY,0.05,
1001,NIFTY2641323000CE,CE,23000,2026-04-13,14019842,65,54765,NIFTY,0.05,
1002,NIFTY2641323000PE,PE,23000,2026-04-13,14020098,65,54766,NIFTY,0.05,
1003,NIFTY2641322950CE,CE,22950,2026-04-13,14019330,65,54763,NIFTY,0.05,
1004,NIFTY2641322950PE,PE,22950,2026-04-13,14019586,65,54764,NIFTY,0.05,
1005,NIFTY2641322900CE,CE,22900,2026-04-13,14018818,65,54761,NIFTY,0.05,
1006,NIFTY2641322100CE,CE,22100,2026-04-13,13999362,65,54685,NIFTY,0.05,
1007,NIFTY2641322100PE,PE,22100,2026-04-13,13999618,65,54686,NIFTY,0.05,
1008,NIFTY2641322050CE,CE,22050,2026-04-13,13998850,65,54683,NIFTY,0.05,
1009,NIFTY2641322050PE,PE,22050,2026-04-13,13999106,65,54684,NIFTY,0.05,
1010,NIFTY2641322000CE,CE,22000,2026-04-13,13998338,65,54681,NIFTY,0.05,
1011,NIFTY2641322000PE,PE,22000,2026-04-13,13998594,65,54682,NIFTY,0.05,
1012,NIFTY2641321950CE,CE,21950,2026-04-13,13997826,65,54679,NIFTY,0.05,
1013,NIFTY2641321950PE,PE,21950,2026-04-13,13998082,65,54680,NIFTY,0.05,
1014,NIFTY2641321900CE,CE,21900,2026-04-13,13997058,65,54676,NIFTY,0.05,
1015,NIFTY2641321900PE,PE,21900,2026-04-13,13997570,65,54678,NIFTY,0.05,
1016,NIFTY2641321850CE,CE,21850,2026-04-13,13996546,65,54674,NIFTY,0.05,
1017,NIFTY2641321850PE,PE,21850,2026-04-13,13996802,65,54675,NIFTY,0.05,
1018,NIFTY2641321800CE,CE,21800,2026-04-13,13993730,65,54663,NIFTY,0.05,
1019,NIFTY2641321800PE,PE,21800,2026-04-13,13995522,65,54670,NIFTY,0.05,
1020,NIFTY2641321750CE,CE,21750,2026-04-13,13993218,65,54661,NIFTY,0.05,
1021,NIFTY2641321750PE,PE,21750,2026-04-13,13993474,65,54662,NIFTY,0.05,
1022,NIFTY2641321700CE,CE,21700,2026-04-13,13992706,65,54659,NIFTY,0.05,
1023,NIFTY2641321700PE,PE,21700,2026-04-13,13992962,65,54660,NIFTY,0.05,
1024,NIFTY2641321650CE,CE,21650,2026-04-13,13992194,65,54657,NIFTY,0.05,
1025,NIFTY2641321650PE,PE,21650,2026-04-13,13992450,65,54658,NIFTY,0.05,
1026,NIFTY2641321600CE,CE,21600,2026-04-13,13990146,65,54649,NIFTY,0.05,
1027,NIFTY2641321600PE,PE,21600,2026-04-13,13991938,65,54656,NIFTY,0.05,
1028,NIFTY2641321550CE,CE,21550,2026-04-13,13989634,65,54647,NIFTY,0.05,
1029,NIFTY2641321550PE,PE,21550,2026-04-13,13989890,65,54648,NIFTY,0.05,
1030,NIFTY2641321500CE,CE,21500,2026-04-13,13986562,65,54635,NIFTY,0.05,
1031,NIFTY2641321500PE,PE,21500,2026-04-13,13987330,65,54638,NIFTY,0.05,
1032,NIFTY2641321450CE,CE,21450,2026-04-13,13985026,65,54629,NIFTY,0.05,
1033,NIFTY2641321450PE,PE,21450,2026-04-13,13986306,65,54634,NIFTY,0.05,
1034,NIFTY2641321400CE,CE,21400,2026-04-13,13980162,65,54610,NIFTY,0.05,
1035,NIFTY2641321400PE,PE,21400,2026-04-13,13984770,65,54628,NIFTY,0.05,
1036,NIFTY2641321350CE,CE,21350,2026-04-13,13979650,65,54608,NIFTY,0.05,
1037,NIFTY2641321350PE,PE,21350,2026-04-13,13979906,65,54609,NIFTY,0.05,
1038,NIFTY2641321300CE,CE,21300,2026-04-13,13979138,65,54606,NIFTY,0.05,
1039,NIFTY2641321300PE,PE,21300,2026-04-13,13979394,65,54607,NIFTY,0.05,
1040,NIFTY2641321250CE,CE,21250,2026-04-13,13978626,65,54604,NIFTY,0.05,
1041,NIFTY2641321250PE,PE,21250,2026-04-13,13978882,65,54605,NIFTY,0.05,
1042,NIFTY2641321200CE,CE,21200,2026-04-13,13978114,65,54602,NIFTY,0.05,
1043,NIFTY2641321200PE,PE,21200,2026-04-13,13978370,65,54603,NIFTY,0.05,
1044,NIFTY2641321150CE,CE,21150,2026-04-13,13953026,65,54504,NIFTY,0.05,
1045,NIFTY2641321150PE,PE,21150,2026-04-13,13977858,65,54601,NIFTY,0.05,
1046,NIFTY2641321100CE,CE,21100,2026-04-13,13941250,65,54458,NIFTY,0.05,
1047,NIFTY2641321100PE,PE,21100,2026-04-13,13952770,65,54503,NIFTY,0.05,
1048,NIFTY2641321050CE,CE,21050,2026-04-13,13916930,65,54363,NIFTY,0.05,
1049,NIFTY2641321050PE,PE,21050,2026-04-13,13917186,65,54364,NIFTY,0.05,
1050,NIFTY2641321000CE,CE,21000,2026-04-13,13916418,65,54361,NIFTY,0.05,
1051,NIFTY2641321000PE,PE,21000,2026-04-13,13916674,65,54362,NIFTY,0.05,
1052,NIFTY2641320950CE,CE,20950,2026-04-13,13892866,65,54269,NIFTY,0.05,
1053,NIFTY2641320950PE,PE,20950,2026-04-13,13901314,65,54302,NIFTY,0.05,
1054,NIFTY2641320900CE,CE,20900,2026-04-13,13872386,65,54189,NIFTY,0.05,
1055,NIFTY2641320900PE,PE,20900,2026-04-13,13873922,65,54195,NIFTY,0.05,
1056,NIFTY2641320850CE,CE,20850,2026-04-13,13867522,65,54170,NIFTY,0.05,
1057,NIFTY2641320850PE,PE,20850,2026-04-13,13867778,65,54171,NIFTY,0.05,
1058,NIFTY2641320800CE,CE,20800,2026-04-13,13857282,65,54130,NIFTY,0.05,
1059,NIFTY2641320800PE,PE,20800,2026-04-13,13857538,65,54131,NIFTY,0.05,
1060,NIFTY2641320750CE,CE,20750,2026-04-13,13856770,65,54128,NIFTY,0.05,
1061,NIFTY2641320750PE,PE,20750,2026-04-13,13857026,65,54129,NIFTY,0.05,
1062,NIFTY2641320700CE,CE,20700,2026-04-13,13852418,65,54111,NIFTY,0.05,
1063,NIFTY2641320700PE,PE,20700,2026-04-13,13856002,65,54125,NIFTY,0.05,
1064,NIFTY2641320650CE,CE,20650,2026-04-13,13829122,65,54020,NIFTY,0.05,
1065,NIFTY2641320650PE,PE,20650,2026-04-13,13829378,65,54021,NIFTY,0.05,
1066,NIFTY2641320600CE,CE,20600,2026-04-13,13825538,65,54006,NIFTY,0.05,
1067,NIFTY2641320600PE,PE,20600,2026-04-13,13828354,65,54017,NIFTY,0.05,
1068,NIFTY2641320550CE,CE,20550,2026-04-13,13825026,65,54004,NIFTY,0.05,
1069,NIFTY2641320550PE,PE,20550,2026-04-13,13825282,65,54005,NIFTY,0.05,
1070,NIFTY2641320500CE,CE,20500,2026-04-13,13823490,65,53998,NIFTY,0.05,
1071,NIFTY2641320500PE,PE,20500,2026-04-13,13823746,65,53999,NIFTY,0.05,
1072,NIFTY2642122500CE,CE,22500,2026-04-21,16216066,65,63344,NIFTY,0.05,
1073,NIFTY2642122500PE,PE,22500,2026-04-21,16216322,65,63345,NIFTY,0.05,
1074,NIFTY2642122550CE,CE,22550,2026-04-21,16216578,65,63346,NIFTY,0.05,
1075,NIFTY2642122550PE,PE,22550,2026-04-21,16218114,65,63352,NIFTY,0.05,
1076,NIFTY2642122450CE,CE,22450,2026-04-21,16215554,65,63342,NIFTY,0.05,
1077,NIFTY2642122450PE,PE,22450,2026-04-21,16215810,65,63343,NIFTY,0.05,
1078,NIFTY2642122600CE,CE,22600,2026-04-21,16218370,65,63353,NIFTY,0.05,
1079,NIFTY2642122600PE,PE,22600,2026-04-21,16218626,65,63354,NIFTY,0.05,
1080,NIFTY2642122400CE,CE,22400,2026-04-21,16214786,65,63339,NIFTY,0.05,
1081,NIFTY2642122400PE,PE,22400,2026-04-21,16215298,65,63341,NIFTY,0.05,
1082,NIFTY2642122650CE,CE,22650,2026-04-21,16218882,65,63355,NIFTY,0.05,
1083,NIFTY2642122650PE,PE,22650,2026-04-21,16219138,65,63356,NIFTY,0.05,
1084,NIFTY2642122350CE,CE,22350,2026-04-21,16214018,65,63336,NIFTY,0.05,
1085,NIFTY2642122350PE,PE,22350,2026-04-21,16214530,65,63338,NIFTY,0.05,
1086,NIFTY2642122700CE,CE,22700,2026-04-21,16219394,65,63357,NIFTY,0.05,
1087,NIFTY2642122700PE,PE,22700,2026-04-21,16220162,65,63360,NIFTY,0.05,
1088,NIFTY2642122300CE,CE,22300,2026-04-21,16213506,65,63334,NIFTY,0.05,
1089,NIFTY2642122300PE,PE,22300,2026-04-21,16213762,65,63335,NIFTY,0.05,
1090,NIFTY2642122750CE,CE,22750,2026-04-21,16220418,65,63361,NIFTY,0.05,
1091,NIFTY2642122750PE,PE,22750,2026-04-21,16220930,65,63363,NIFTY,0.05,
1092,NIFTY2642122250CE,CE,22250,2026-04-21,16212994,65,63332,NIFTY,0.05,
1093,NIFTY2642122250PE,PE,22250,2026-04-21,16213250,65,63333,NIFTY,0.05,
1094,NIFTY2642122800CE,CE,22800,2026-04-21,16221186,65,63364,NIFTY,0.05,
1095,NIFTY2642122800PE,PE,22800,2026-04-21,16221442,65,63365,NIFTY,0.05,
1096,NIFTY2642122200CE,CE,22200,2026-04-21,16212482,65,63330,NIFTY,0.05,
1097,NIFTY2642122200PE,PE,22200,2026-04-21,16212738,65,63331,NIFTY,0.05,
1098,NIFTY2642122850CE,CE,22850,2026-04-21,16221698,65,63366,NIFTY,0.05,
1099,NIFTY2642122850PE,PE,22850,2026-04-21,16222466,65,63369,NIFTY,0.05,
1100,NIFTY2642122150CE,CE,22150,2026-04-21,16211970,65,63328,NIFTY,0.05,
1101,NIFTY2642122150PE,PE,22150,2026-04-21,16212226,65,63329,NIFTY,0.05,
1102,NIFTY2642122900PE,PE,22900,2026-04-21,16223490,65,63373,NIFTY,0.05,
1103,NIFTY2642125550CE,CE,25550,2026-04-21,16259074,65,63512,NIFTY,0.05,
1104,NIFTY2642125550PE,PE,25550,2026-04-21,16259330,65,63513,NIFTY,0.05,
1105,NIFTY2642125500CE,CE,25500,2026-04-21,16257538,65,63506,NIFTY,0.05,
1106,NIFTY2642125500PE,PE,25500,2026-04-21,16258818,65,63511,NIFTY,0.05,
1107,NIFTY2642125450CE,CE,25450,2026-04-21,16257026,65,63504,NIFTY,0.05,
1108,NIFTY2642125450PE,PE,25450,2026-04-21,16257282,65,63505,NIFTY,0.05,
1109,NIFTY2642125400CE,CE,25400,2026-04-21,16255490,65,63498,NIFTY,0.05,
1110,NIFTY2642125400PE,PE,25400,2026-04-21,16256770,65,63503,NIFTY,0.05,
1111,NIFTY2642125350CE,CE,25350,2026-04-21,16254978,65,63496,NIFTY,0.05,
1112,NIFTY2642125350PE,PE,25350,2026-04-21,16255234,65,63497,NIFTY,0.05,
1113,NIFTY2642125300CE,CE,25300,2026-04-21,16254466,65,63494,NIFTY,0.05,
1114,NIFTY2642125300PE,PE,25300,2026-04-21,16254722,65,63495,NIFTY,0.05,
1115,NIFTY2642125250CE,CE,25250,2026-04-21,16253954,65,63492,NIFTY,0.05,
1116,NIFTY2642125250PE,PE,25250,2026-04-21,16254210,65,63493,NIFTY,0.05,
1117,NIFTY2642125200CE,CE,25200,2026-04-21,16253442,65,63490,NIFTY,0.05,
1118,NIFTY2642125200PE,PE,25200,2026-04-21,16253698,65,63491,NIFTY,0.05,
1119,NIFTY2642125150CE,CE,25150,2026-04-21,16252418,65,63486,NIFTY,0.05,
1120,NIFTY2642125150PE,PE,25150,2026-04-21,16253186,65,63489,NIFTY,0.05,
1121,NIFTY2642125100CE,CE,25100,2026-04-21,16251906,65,63484,NIFTY,0.05,
1122,NIFTY2642125100PE,PE,25100,2026-04-21,16252162,65,63485,NIFTY,0.05,
1123,NIFTY2642125050CE,CE,25050,2026-04-21,16251394,65,63482,NIFTY,0.05,
1124,NIFTY2642125050PE,PE,25050,2026-04-21,16251650,65,63483,NIFTY,0.05,
1125,NIFTY2642125000CE,CE,25000,2026-04-21,16250882,65,63480,NIFTY,0.05,
1126,NIFTY2642125000PE,PE,25000,2026-04-21,16251138,65,63481,NIFTY,0.05,
1127,NIFTY2642124950CE,CE,24950,2026-04-21,16250370,65,63478,NIFTY,0.05,
1128,NIFTY2642124950PE,PE,24950,2026-04-21,16250626,65,63479,NIFTY,0.05,
1129,NIFTY2642124900CE,CE,24900,2026-04-21,16249858,65,63476,NIFTY,0.05,
1130,NIFTY2642124900PE,PE,24900,2026-04-21,16250114,65,63477,NIFTY,0.05,
1131,NIFTY2642124850CE,CE,24850,2026-04-21,16249346,65,63474,NIFTY,0.05,
1132,NIFTY2642124850PE,PE,24850,2026-04-21,16249602,65,63475,NIFTY,0.05,
1133,NIFTY2642124800CE,CE,24800,2026-04-21,16248834,65,63472,NIFTY,0.05,
1134,NIFTY2642124800PE,PE,24800,2026-04-21,16249090,65,63473,NIFTY,0.05,
1135,NIFTY2642124750CE,CE,24750,2026-04-21,16248322,65,63470,NIFTY,0.05,
1136,NIFTY2642124750PE,PE,24750,2026-04-21,16248578,65,63471,NIFTY,0.05,
1137,NIFTY2642124700CE,CE,24700,2026-04-21,16247810,65,63468,NIFTY,0.05,
1138,NIFTY2642124700PE,PE,24700,2026-04-21,16248066,65,63469,NIFTY,0.05,
1139,NIFTY2642124650CE,CE,24650,2026-04-21,16247298,65,63466,NIFTY,0.05,
1140,NIFTY2642124650PE,PE,24650,2026-04-21,16247554,65,63467,NIFTY,0.05,
1141,NIFTY2642124600CE,CE,24600,2026-04-21,16246786,65,63464,NIFTY,0.05,
1142,NIFTY2642124600PE,PE,24600,2026-04-21,16247042,65,63465,NIFTY,0.05,
1143,NIFTY2642124550CE,CE,24550,2026-04-21,16245250,65,63458,NIFTY,0.05,
1144,NIFTY2642124550PE,PE,24550,2026-04-21,16246530,65,63463,NIFTY,0.05,
1145,NIFTY2642124500CE,CE,24500,2026-04-21,16242434,65,63447,NIFTY,0.05,
1146,NIFTY2642124500PE,PE,24500,2026-04-21,16244994,65,63457,NIFTY,0.05,
1147,NIFTY2642124450CE,CE,24450,2026-04-21,16241666,65,63444,NIFTY,0.05,
1148,NIFTY2642124450PE,PE,24450,2026-04-21,16241922,65,63445,NIFTY,0.05,
1149,NIFTY2642124400CE,CE,24400,2026-04-21,16239618,65,63436,NIFTY,0.05,
1150,NIFTY2642124400PE,PE,24400,2026-04-21,16239874,65,63437,NIFTY,0.05,
1151,NIFTY2642124350CE,CE,24350,2026-04-21,16239106,65,63434,NIFTY,0.05,
1152,NIFTY2642124350PE,PE,24350,2026-04-21,16239362,65,63435,NIFTY,0.05,
1153,NIFTY2642124300CE,CE,24300,2026-04-21,16238082,65,63430,NIFTY,0.05,
1154,NIFTY2642124300PE,PE,24300,2026-04-21,16238338,65,63431,NIFTY,0.05,
1155,NIFTY2642124250CE,CE,24250,2026-04-21,16237570,65,63428,NIFTY,0.05,
1156,NIFTY2642124250PE,PE,24250,2026-04-21,16237826,65,63429,NIFTY,0.05,
1157,NIFTY2642124200CE,CE,24200,2026-04-21,16237058,65,63426,NIFTY,0.05,
1158,NIFTY2642124200PE,PE,24200,2026-04-21,16237314,65,63427,NIFTY,0.05,
1159,NIFTY2642124150CE,CE,24150,2026-04-21,16236546,65,63424,NIFTY,0.05,
1160,NIFTY2642124150PE,PE,24150,2026-04-21,16236802,65,63425,NIFTY,0.05,
1161,NIFTY2642124100CE,CE,24100,2026-04-21,16236034,65,63422,NIFTY,0.05,
1162,NIFTY2642124100PE,PE,24100,2026-04-21,16236290,65,63423,NIFTY,0.05,
1163,NIFTY2642124050CE,CE,24050,2026-04-21,16235522,65,63420,NIFTY,0.05,
1164,NIFTY2642124050PE,PE,24050,2026-04-21,16235778,65,63421,NIFTY,0.05,
1165,NIFTY2642124000CE,CE,24000,2026-04-21,16234498,65,63416,NIFTY,0.05,
1166,NIFTY2642124000PE,PE,24000,2026-04-21,16234754,65,63417,NIFTY,0.05,
